Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2008-9302-KEN,2008,9302,OT-2008-000098,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Sacho, Marigat, Mukutani, Tenges, Kolowa, Tangulbei, Nginyang cities/towns (Baringo district, Rift Valley province), Samburu district (Rift valley province), Turkana, West Pokot, Administrative Unit Not Available districts (North Rift Valley province), Central, Eastern, North Eastern, Coast provinces",Poor November rain,,,Yes,,,,,Km2,,,,,2008,7,,2009,,,4,,3800000,,3800000,,,,,,,79.4563044,1;2,51325;51326;51327;51329,51377;51389;51392;51394;61001,"Central, Coast, Eastern, North Eastern (Adm1). Administrative unit not available, Baringo, Samburu, Turkana, West Pokot (Adm2)."
2007-9675-ZWE,2007,9675,JT-2008-000097,Natural,Climatological,Drought,Drought,,,Zimbabwe,ZWE,Eastern Africa,Africa,"Masvingo, Matabeleland North, Matabeleland South, Midlands, Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West provinces",,Food shortage,,,,,,,Km2,,,,,2007,1,,2009,6,,,,2100000,,2100000,,,,,,,76.5186792,1,3437;3438;3440;3441;3443;3444;69549;69550,,"Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West, Masvingo, Matabeleland North, Matabeleland South, Midlands (Adm1)."
2009-9634-BDI,2009,9634,,Natural,Climatological,Drought,Drought,,,Burundi,BDI,Eastern Africa,Africa,"Kirundo, Bugabira, Busoni districts (Kirundo province)",Failed rains,Food shortage,,,,,,,Km2,,,,,2009,12,,2010,2,,,,180000,,180000,,,,,,,79.17380276,2,,40638;40639;40642,"Bugabira, Busoni, Kirundo (Adm2)."
2009-9615-ETH,2009,9615,OT-2010-000016,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Somali, Oromia, Afar, Tigray, Amhara, SNNP, Gambela provinces",Poor rainfall,Food shortage,,,,,,,Km2,,,,,2009,1,,2010,8,,,,6200000,,6200000,,,,,,,79.17380276,1,1228;1229;1232;1236;1237;47678;47679,,"Afar, Amhara, Gambela, Oromia, SNNPR, Somali, Tigray (Adm1)."
2010-9082-BDI,2010,9082,DR-2011-000029,Natural,Climatological,Drought,Drought,,,Burundi,BDI,Eastern Africa,Africa,"Kayanza, Ngozi provinces (North region), Cankuzo, Kirundo, Muyinga provinces (North-Eastern region), Bururi, Makamba, Rutana provinces (Southern region)",Rainfall deficit in October December 2010,,,,,,,,Km2,,,,,2011,,,2011,,,,,,,,,,,,,,80.47228515,1,40545;40546;40550;40551;40552;40554;40556;40557,,"Bururi, Cankuzo, Kayanza, Kirundo, Makamba, Muyinga, Ngozi, Rutana (Adm1)."
2010-9082-DJI,2010,9082,DR-2011-000029,Natural,Climatological,Drought,Drought,,,Djibouti,DJI,Eastern Africa,Africa,"Ali Sabieh district (Ali Sabieh province), Dikhil, Yoboki districts (Dikhil province), Alaili Dadda, Obock districts (Obock province), Balha, Dorra districts (Tadjourah province)",,,,,,,,,Km2,,,,,2010,11,,2011,7,,,,200258,,200258,,,,,,,80.47228515,2,,15272;15274;15275;15277;15278;15279;15280,"Alaili Dadda, Ali Sabieh, Balha, Dikhil, Dorra, Obock, Yoboki (Adm2)."
2010-9082-ETH,2010,9082,DR-2011-000029,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Somali, Oromia, Afar, Tigray, Amhara provinces",La Nina,,,Yes,,,,,Km2,,,,,2011,1,,2012,1,,,,4805679,,4805679,,,,,,,80.47228515,1,1228;1229;1237;47678;47679,,"Afar, Amhara, Oromia, Somali, Tigray (Adm1)."
2009-9651-NER,2009,9651,OT-2010-000028,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Agadez, Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder, Niamey provinces",Irregular rain,Food shortage,,Yes,,,,,Km2,,,,,2009,9,,2010,3,,,,7900000,,7900000,,,,,,,79.17380276,1,2202;2203;2204;2205;2206;2207;2208;2209,,"Agadez, Diffa, Dosso, Maradi, Niamey, Tahoua, Tillaberi, Zinder (Adm1)."
2009-9654-TCD,2009,9654,OT-2010-000056,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,"Kanem, Barl El Gazal, Lac, Batha Est, Batha Ouest, Guera, Sila, Salamat, Ouaddai, Hadjer Lamis provinces","Poor, irregular, dispersed and eraly cessation of rainfall",Food shortage,,Yes,,,,,Km2,,,,,2009,12,,2010,7,,,,2400000,,2400000,,,,,,,79.17380276,1,873;875;881;12904;12905;12912;12914;12915;12927;12928,,"Barl El Gazal, Batha Est, Batha Ouest, Guera, Hadjer Lamis, Kanem, Lac, Ouaddai, Salamat, Sila (Adm1)."
2010-9290-MOZ,2010,9290,,Natural,Climatological,Drought,Drought,,,Mozambique,MOZ,Eastern Africa,Africa,"Maputo, Inhambane, Gaza provinces (South)",,Food shortage,,,,,,,Km2,,,,,2010,3,,2010,,,,,460000,,460000,,,,,,,80.47228515,1,2113;2114;41373,,"Gaza, Inhambane, Maputo (Adm1)."
2010-9292-MRT,2010,9292,,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"Assaba, Brakna, Gorgol, Guidimakha, Hodh Ech Gharbi, Nouakchott, Tagant, Trarza provinces; Amourj, Bassikounou, Djigueni, Nema, Timbedra districts (Hodh Ech Chargi province) (Southern Mauritania/Sahel region)",Seasonal rain above the average in 2010 and 2011,Food shortage,,,Yes,,,,Km2,,,,,2010,,,2011,,,,,838000,,838000,,,,,,,80.47228515,1;2,2005;2006;2008;2009;2011;2013;2014;2016,19511;19512;19513;19514;19516,"Assaba, Brakna, Gorgol, Guidimakha, Hodh El Gharbi, Nouakchott, Tagant, Trarza (Adm1). Amourj, Bassikounou, Djigueni, Nema, Timbedra (Adm2)."
2010-9082-KEN,2010,9082,DR-2011-000029,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Marsabit, Isiolo, Moyale districts (Eastern province); Mandera, Wajir, Ijara, Garissa (North Eastern province); West Pokot, Turkana, Samburu district (Rift Valley Province); Tana River, Lamu, Kwale (Coast province)",La Nina,Famine,,Yes,,,,,Km2,,,,,2011,1,,2011,1,,,,4300000,,4300000,,,,,,,80.47228515,2,,51341;51342;51346;51348;51352;51357;51361;51362;51363;51364;51389;51392;51394,"Garissa, Ijara, Isiolo, Kwale, Lamu, Mandera, Marsabit, Moyale, Samburu, Tana River, Turkana, Wajir, West Pokot (Adm2)."
2010-9082-SOM,2010,9082,DR-2011-000029,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Bakool, Shabelle Hoose, Shabelle Dhexe, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal, Bari, Nugaal province",Failure of Gu and Deyr rain y seasons in 2009,Famine,,,Yes,Yes,,,Km2,,,,,2010,2,,2011,11,,20000,,4000000,,4000000,,,,,,,80.47228515,1,2688;2689;2690;2691;2693;2694;2695;2696;2697;2698;2699;2700;2701;2702;2703;2704;2705,,"Awdal, Bakool, Bari, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Nugaal, Sanaag, Shabelle Dhexe, Shabelle Hoose, Sool, Togdheer, Woqooyi Galbeed (Adm1)."
2010-9249-MLI,2010,9249,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,"Kayes, Tombouctou, Kidal, Gao provinces",,,,,,,,,Km2,,,,,2010,6,,2010,,,,,600000,,600000,,,,,,,80.47228515,1,1927;1928;1929;1934,,"Gao, Kayes, Kidal, Tombouctou (Adm1)."
2010-9082-UGA,2010,9082,DR-2011-000029,Natural,Climatological,Drought,Drought,,,Uganda,UGA,Eastern Africa,Africa,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",,,,,,,,,Km2,,,,,2011,3,,2011,,,,,669000,,669000,,,,,,,80.47228515,1,743;765;772;773;47074,,"Abim, Kaabong, Kotido, Moroto, Nakapiripirit (Adm1)."
2009-9633-SSD,2009,9633,,Natural,Climatological,Drought,Drought,,,South Sudan,SSD,Northern Africa,Africa,"Unity, Northern Bahr Ghazal, Jonglei, Upper Nile, Eastern Equatoria, Warab provinces","Bad distibution of rain, conflict and bad recolt",Food shortage,,,,,,,Km2,,,,,2009,,,2010,,,,,4300000,,4300000,,,,,,,79.17380276,1,2747;2750;2751;2754;2765;37021,,"Eastern Equatoria, Jonglei, Northern Bahr El Ghazal, Unity, Upper Nile, Warab (Adm1)."
2010-9181-ZWE,2010,9181,,Natural,Climatological,Drought,Drought,,,Zimbabwe,ZWE,Eastern Africa,Africa,"Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West, Masvingo, Matabeleland North, Matabeleland South, Midlands provinces",,Food shortage,,,,,,,Km2,,,,,2010,5,,2013,,,,,1667618,,1667618,,,,,,,80.47228515,1,3437;3438;3440;3441;3443;3444;69549;69550,,"Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West, Masvingo, Matabeleland North, Matabeleland South, Midlands (Adm1)."
2011-9524-BFA,2011,9524,,Natural,Climatological,Drought,Drought,,,Burkina Faso,BFA,Western Africa,Africa,"Sahel, Centre-nord, Est, Centre-ouest and Centre-est provinces",,Food shortage,,,Yes,,,,Km2,,,,,2011,12,,2012,,,,,2850000,,2850000,,,,,,,83.01267439,1,40279;40280;40281;40283;40287,,"Centre-est, Centre-nord, Centre-ouest, Est, Sahel (Adm1)."
2011-9663-ETH,2011,9663,OT-2012-000049,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Dire Dawa, Gambela, Hareri, Oromia, SNNPR, Somali, Addis Ababa provinces (Southern Ethiopia)","Consecutive seasons of poor rainfall, rapid population growth, sustained high food prices, endemic poverty",Food shortage,,,,,,,Km2,,,,,2012,,,2012,,,,,1000000,,1000000,,,,,,,83.01267439,1,1227;1231;1232;1233;1236;47678;47679,,"Addis Ababa, Dire Dawa, Gambela, Hareri, Oromia, SNNPR, Somali (Adm1)."
2012-9245-GMB,2012,9245,OT-2012-000046,Natural,Climatological,Drought,Drought,,,Gambia (the),GMB,Western Africa,Africa,"NO DATA: all country selected - North Bank, Lower River (mainly?), Upper River, West Coast, Kanifing Municipal Council, Central River provinces","Late, erratic and unevenly distributed rainbfall during 2011/2012",Crop failure,Food shortage,Yes,,Yes,,,Km2,,,,,2012,3,,2012,,,,,428000,,428000,,,,,,,84.7304789,1,1285;1287;1288;1289;1290;112869,,"Central River, Kanifing Municipal Council, Lower River, North Bank, Upper River, West Coast (Adm1)."
2012-9065-AGO,2012,9065,DR-2012-000092,Natural,Climatological,Drought,Drought,,,Angola,AGO,Middle Africa,Africa,"Bengo, Cuanza Sul, Benguela, Huila, Namibe, Cunene, Moxico, Bie, Huambo, Zaire, Kuando Kubango provinces",Lack of rain,Food shortage,,Yes,,,,,Km2,,,,,2012,3,,2013,5,,,,1833900,,1833900,,,,,,,84.7304789,1,398;399;400;403;404;405;406;412;413;415,,"Bengo, Benguela, Bie, Cuanza Sul, Cunene, Huambo, Huila, Moxico, Namibe, Zaire (Adm1)."
2012-9628-CMR,2012,9628,,Natural,Climatological,Drought,Drought,,,Cameroon,CMR,Middle Africa,Africa,"Nord, Extrème-Nord provinces (Northern regions)",,,,Yes,,,,,Km2,,,,,2012,6,,2012,1,,,,12000,,12000,,,,,,,84.7304789,1,818;820,,"Extrème - Nord, Nord (Adm1)."
2011-9663-KEN,2011,9663,OT-2012-000049,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Wajir, Mandera districts (North Eastern province), Turkana district (Rift Valley province), Tana river district (Coast province), Moyale, Marsabit, Mwingi districts (Eastern province)",,Food shortage,,Yes,,,,,Km2,,,,,2011,,,2012,,,,,3750000,,3750000,,,,,,,83.01267439,2,,51346;51352;51357;51358;51363;51364;51392,"Mandera, Marsabit, Moyale, Mwingi, Tana River, Turkana, Wajir (Adm2)."
2011-9629-LSO,2011,9629,OT-2012-000155,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,"Quthing, Mohale's Hoek, Mafeteng, Maseru, Berea, Leribe, Butha Buthe, Mokhotlong, Thaba-Tseka provinces",Polonged periods of drought follwoed by excessive rains,Food shortage,,,,,,,Km2,,,,,2011,12,,2012,10,,,,725515,,725515,,,,,,,83.01267439,1,1803;1804;1805;1806;1807;1808;1809;1811;1812,,"Berea, Butha Buthe, Leribe, Mafeteng, Maseru, Mohale's Hoek, Mokhotlong, Quthing, Thaba Tseka (Adm1)."
2011-9661-MLI,2011,9661,OT-2011-000205,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,"Kayes, Koulikoro, Mopti, Segou provinces",Insufficient rainfall,Food shortage,,Yes,,,,,Km2,,,,,2011,,,2012,,,,,3500000,,3500000,,,,,,,83.01267439,1,1928;1930;1931;1932,,"Kayes, Koulikoro, Mopti, Segou (Adm1)."
2011-9662-MRT,2011,9662,OT-2011-000205,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"Hodh El Chargi, Assaba, Brakna, Gorgol, Hodh El Gharbi, Guidimakha provinces",Lack of rains,Food shortage,,Yes,,Yes,,,Km2,,,,,2011,,,2012,,,,,723000,,723000,,,,,,,83.01267439,1,2005;2006;2008;2009;2010;2011,,"Assaba, Brakna, Gorgol, Guidimakha, Hodh Ech Chargi, Hodh El Gharbi (Adm1)."
2011-9529-NER,2011,9529,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Diffa, N'Guigmi districts (Diffa province); Dogondoutchi, Loga districts (Dosso province); Aguie, Guidan Roumji, Madarounfa, Mayahi districts (Maradi province); Bouza, Illela, Birni N'konni, Madaoua districts (Tahoua province); Filingue, Ouallam, Tera, Tillaberi (Tillaberi); Goure, Matamey, Tanout (Zinder)","Dry spells and pests, bad harvests 2010/2011",Food shortage,,Yes,,,,,Km2,,,,,2011,,,2012,,,,,3000000,,3000000,,,,,,,83.01267439,2,,22554;22556;22558;22561;22562;22564;22565;22566;22571;22572;22573;22575;22578;22580;22582;22583;22584;22586;22588,"Aguie, Birni N'konni, Bouza, Diffa, Dogondoutchi, Filingue, Goure, Guidan Roumji, Illela, Loga, Madaoua, Madarounfa, Matamey, Mayahi, N'guigmi, Ouallam, Tanout, Tera, Tillaberi (Adm2)."
2011-9663-SDN,2011,9663,OT-2012-000049,Natural,Climatological,Drought,Drought,,,Sudan (the),SDN,Northern Africa,Africa,Abyei district (Southern Kordofan province),,Food shortage,,,,,,,Km2,,,,,2012,,,2012,,,,,3200000,,3200000,,,,,,,83.01267439,2,,4151,Abyei (Adm2).
2011-9560-SEN,2011,9560,OT-2011-000193,Natural,Climatological,Drought,Drought,,,Senegal,SEN,Western Africa,Africa,"Kaffrine, Kedougou, Tambacounda, Saint-Louis, Matam, Diourbel, Kolda, Kaolack, Fatick provinces, Louga, Linguere districts (Louga province)",Poor rainy season,Food shortage,,Yes,,,,,Km2,,,,,2011,12,,2013,,,,,850000,,850000,,,,,,,83.01267439,1;2,1373;1374;1375;1377;1378;47585;47586;47588;47589,25336;47594,"Diourbel, Fatick, Kaffrine, Kaolack, Kedougou, Kolda, Matam, Saint louis, Tambacounda (Adm1). Linguere, Louga (Adm2)."
2011-9663-SOM,2011,9663,OT-2012-000049,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Bakool, Gedo, Juba, Hiraan provinces",,Food shortage,,,,,,,Km2,,,,,2012,,,2012,,,,,3000000,,3000000,,,,,,,83.01267439,1,2689;2694;2695;2696;2698,,"Bakool, Gedo, Hiraan, Juba Dhexe, Juba Hoose (Adm1)."
2011-9415-TZA,2011,9415,DR-2011-000145,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Ngorongoro district (Arusha province), Simanjiro district (Manyara province), Same, Rombo, Mwanga districts (Kilimanjaro province)",,Food shortage,,,,,,,Km2,,,,,2011,8,,2012,,,,,1000000,,1000000,,,,,,,83.01267439,2,,48417;48418;48429;190510;190511,"Mwanga, Ngorongoro, Rombo, Same, Simanjiro (Adm2)."
2012-9304-MWI,2012,9304,OT-2012-000156,Natural,Climatological,Drought,Drought,,,Malawi,MWI,Eastern Africa,Africa,"Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Phalombe, Thyolo, Zomba districts (Southern Region Province), Dedza, Ntcheu, Salima districts (Central Region Province)","Lenthly dry spells overt past 3 years, current high food prices and recent devaluation of the currency",Food shortage,,Yes,,,,,Km2,,,,,2012,8,,2013,,,,,1900000,,1900000,,,,,,,84.7304789,2,,19307;19313;19315;19321;19322;19325;19328;19329;19330;42174;42175;42176;42177;65270;65271,"Balaka, Blantyre, Chikwawa, Dedza, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Ntcheu, Phalombe, Salima, Thyolo, Zomba (Adm2)."
2012-9160-TCD,2012,9160,EO-2012-000001,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,"Kanem, Lac Barl el Gazal, Batha Est, Batha Ouest, Hadjer Lamis, Ouaddai, Salamat provinces",Insufficent rains,Food shortage,,,,,,,Km2,,,,,2012,6,,2013,2,,,,1600000,,1600000,,,,,,,84.7304789,1,875;881;12904;12905;12912;12914;12915;12927,,"Barl El Gazal, Batha Est, Batha Ouest, Hadjer Lamis, Kanem, Lac, Ouaddai, Salamat (Adm1)."
2014-9196-BFA,2014,9196,,Natural,Climatological,Drought,Drought,,,Burkina Faso,BFA,Western Africa,Africa,Sahel province,,Food shortage,,,,,,,Km2,,,,,2014,5,,2014,,,,,4000000,,4000000,,,,,,,87.36629784,1,40287,,Sahel (Adm1).
2015-9575-GMB,2015,9575,OT-2015-000021,Natural,Climatological,Drought,Drought,,,Gambia (the),GMB,Western Africa,Africa,"NO DATA: all country selected: Central River, North Bank (mainly?), Kanifing Municipal Council, Lower River, Upper River, West Coast provinces",,Food shortage,,,,,,,Km2,,,,,2015,1,,2015,12,,,,63100,,63100,,,,,,,87.46993221,1,1285;1287;1288;1289;1290;112869,,"Central River, Kanifing Municipal Council, Lower River, North Bank, Upper River, West Coast (Adm1)."
2015-9545-ETH,2015,9545,DR-2015-000109,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Somali, Afar, Oromia, Amhara, Nations du Sud provinces",El Nino,Famine,,,,,,,Km2,,,,,2015,9,,2017,4,,,,10200000,,10200000,,,,,1400000,1600550,87.46993221,1,1228;47679,,"Afar, Somali (Adm1)."
2015-9307-BWA,2015,9307,,Natural,Climatological,Drought,Drought,,,Botswana,BWA,Southern Africa,Africa,All country,"Lack of rain, heat wave",,,,,Yes,,,Km2,,,,,2015,7,,2015,12,,,,,,,,,,,44000,50303,87.46993221,1,654;655;656;657;658;659;660;661;662;663,,"Central, Chobe, Ghanzi, Kgalagadi, Kgatleng, Kweneng, Ngamiland, North East, South-East, Southern (Adm1)."
2013-9146-NAM,2013,9146,DR-2013-000062,Natural,Climatological,Drought,Drought,,,Namibia,NAM,Southern Africa,Africa,"Kavango, Ohangwena, Oshikoto, Kunene provinces",Limited rainfall,Food shortage,,Yes,Yes,Yes,,,Km2,,,,,2013,1,,2014,1,,,,780000,,780000,,,,,64000,74443,85.97164225,1,2141;2143;2144;2148,,"Kavango, Kunene, Ohangwena, Oshikoto (Adm1)."
2014-9231-SOM,2014,9231,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Mogasdischio city (Banadir district, Banadir province), Bakool, Gedo, Juba Dhexe, Hiraan, Shabelle Hoose; Puntland, Bari, Karkaar, Sanaag Sool",Short and poorrainy season,Food shortage,Famine,,,,,,Km2,,,,,2014,7,,2017,,,,,535624,,535624,,,,,,,87.36629784,1;2,2689;2694;2695;2697;2698,25672,"Bakool, Gedo, Hiraan, Juba Dhexe, Shabelle Hoose (Adm1). Banadir (Adm2)."
2014-9573-SEN,2014,9573,,Natural,Climatological,Drought,Drought,,,Senegal,SEN,Western Africa,Africa,"Kanel district (Matam province), Podor district (Saint Louis province), Fatick district (Fatick province), Goudomp district (Sedhiou province)",Rainfall deficit,Food shortage,,Yes,,,,,Km2,,,,,2014,9,,2015,4,,,,639702,,639702,,,,,,,87.36629784,2,,1394;25325;47593;47598,"Fatick, Goudomp, Kanel, Podor (Adm2)."
